<X> <Y>
8.015006961565405e-02 3.369453090990541e+00
8.070620141149504e-02 4.332104546972859e+00
8.126619200091946e-02 5.332245848190508e+00
8.183006815867394e-02 6.339030524506647e+00
8.239785684528515e-02 7.322231247136245e+00
8.296958520834907e-02 8.252965020866547e+00
8.354528058382867e-02 9.104391371358995e+00
8.412497049736119e-02 9.852365433592709e+00
8.470868266557406e-02 1.047602832693844e+01
8.529644499741021e-02 1.095831817736791e+01
8.588828559546249e-02 1.128638662401715e+01
8.648423275731722e-02 1.145190761772364e+01
8.708431497690725e-02 1.145126775997607e+01
8.768856094587431e-02 1.128563030270076e+01
8.829699955494087e-02 1.096086817693314e+01
8.890965989529158e-02 1.048736497008945e+01
8.952657125996397e-02 9.879686540374596e+00
9.014776314524918e-02 9.156129842030357e+00
9.077326525210229e-02 8.338159423925498e+00
9.140310748756228e-02 7.449745834418689e+00
9.203731996618221e-02 6.516623689463069e+00
9.267593301146879e-02 5.565490308347002e+00
9.331897715733239e-02 4.623168464160996e+00
9.396648314954696e-02 3.715758812774129e+00
9.461848194721997e-02 2.867808845315718e+00
9.527500472427290e-02 2.101525662308472e+00
9.593608287093142e-02 1.436059421995948e+00
9.660174799522646e-02 8.868829269419588e-01
9.727203192450543e-02 4.652904683449325e-01
9.794696670695395e-02 1.780357676027725e-01
9.862658461312820e-02 2.712469707166948e-02
9.931091813749796e-02 9.773522187540379e-03
1.000000000000000e-01 1.185378184246401e-01
1.006938631476027e-01 3.416111482331036e-01
1.013925407558815e-01 6.632862369880304e-01
1.020960662306046e-01 1.064564992348262e+00
1.028044732093310e-01 1.523897517977975e+00
1.035177955630176e-01 2.018024541914015e+00
1.042360673976401e-01 2.522892675412555e+00
1.049593230558228e-01 3.014607893931707e+00
1.056875971184804e-01 3.470389820687444e+00
1.064209244064725e-01 3.869487993877430e+00
1.071593399822671e-01 4.194021464233466e+00
1.079028791516184e-01 4.429704895862742e+00
1.086515774652538e-01 4.566427859104307e+00
1.094054707205742e-01 4.598659163347229e+00
1.101645949633657e-01 4.525654754705946e+00
1.109289864895223e-01 4.351455691204034e+00
1.116986818467823e-01 4.084671720894111e+00
1.124737178364752e-01 3.738055668092981e+00
1.132541315152811e-01 3.327883760342729e+00
1.140399601970033e-01 2.873166738660869e+00
1.148312414543511e-01 2.394725594570154e+00
1.156280131207375e-01 1.914173574346329e+00
1.164303132920877e-01 1.452852211253344e+00
1.172381803286599e-01 1.030773167155344e+00
1.180516528568806e-01 6.656192398138027e-01
1.188707697711903e-01 3.718567786829231e-01
1.196955702359043e-01 1.600078338745089e-01
1.205260936870843e-01 3.612366893298212e-02
1.213623798344241e-01 1.491983910327789e-03
1.222044686631489e-01 5.259866791540775e-02
1.230524004359262e-01 1.813516329193968e-01
1.239062156947916e-01 3.755599173523200e-01
1.247659552630870e-01 6.196465490044144e-01
1.256316602474120e-01 8.955594626654697e-01
1.265033720395904e-01 1.183831956040320e+00
1.273811323186478e-01 1.464733600293002e+00
1.282649830528060e-01 1.719444991047569e+00
1.291549665014884e-01 1.931185895818947e+00
1.300511252173409e-01 2.086226705642359e+00
1.309535020482668e-01 2.174717881172497e+00
1.318621401394748e-01 2.191281275468600e+00
1.327770829355429e-01 2.135320501441766e+00
1.336983741824947e-01 2.011024275398125e+00
1.346260579298910e-01 1.827056007073292e+00
1.355601785329369e-01 1.595943669168859e+00
1.365007806546014e-01 1.333204822643405e+00
1.374479092677537e-01 1.056261142514898e+00
1.384016096573132e-01 7.832134107870008e-01
1.393619274224142e-01 5.315603372620744e-01
1.403289084785873e-01 3.169515574216318e-01
1.413025990599534e-01 1.520658728732305e-01
1.422830457214352e-01 4.569978538727889e-02
1.432702953409831e-01 2.138653368831013e-03
1.442643951218157e-01 2.086391796596722e-02
1.452653925946781e-01 9.662588363572477e-02
1.462733356201130e-01 2.198840661759717e-01
1.472882723907502e-01 3.775881206774676e-01
1.483102514336104e-01 5.542440957156926e-01
1.493393216124252e-01 7.331856090954215e-01
1.503755321299738e-01 8.979498098100526e-01
1.514189325304352e-01 1.033645703036080e+00
1.524695727017575e-01 1.128199105135619e+00
1.535275028780423e-01 1.173365029131706e+00
1.545927736419477e-01 1.165414732555850e+00
1.556654359271062e-01 1.105430151937945e+00
1.567455410205595e-01 9.991712672361222e-01
1.578331405652118e-01 8.565195329195457e-01
1.589282865622978e-01 6.905396769064862e-01
1.600310313738700e-01 5.162392985041568e-01
1.611414277253020e-01 3.491370995617889e-01
1.622595287078087e-01 2.037728385916566e-01
1.633853877809862e-01 9.230242618540457e-02
1.645190587753662e-01 2.331818661331778e-02
1.656605958949914e-01 1.016661733268501e-03
1.668100537200059e-01 2.480533121684853e-02
1.679674872092653e-01 8.939764293697058e-02
1.691329517029649e-01 1.853965196662398e-01
1.703065029252844e-01 3.003148383028840e-01
1.714881969870539e-01 4.199327149604050e-01
1.726780903884356e-01 5.298513164913637e-01
1.738762400216251e-01 6.170763728825728e-01
1.750827031735725e-01 6.714554494435618e-01
1.762975375287206e-01 6.868035066375876e-01
1.775208011717634e-01 6.615813589491988e-01
1.787525525904236e-01 5.990390478330184e-01
1.799928506782476e-01 5.067963107710455e-01
1.812417547374238e-01 3.958987900247113e-01
1.824993244816152e-01 2.794536288697519e-01
1.837656200388171e-01 1.710034750623671e-01
1.850407019542302e-01 8.283606067198900e-02
1.863246311931560e-01 2.444148768854606e-02
1.876174691439121e-01 1.317712572977573e-03
1.889192776207666e-01 1.428633335656501e-02
1.902301188668944e-01 5.941905618248221e-02
1.915500555573528e-01 1.285970066680108e-01
1.928791508020778e-01 2.106400108406364e-01
1.942174681489026e-01 2.928624610235103e-01
1.955650715865949e-01 3.628480071095347e-01
1.969220255479172e-01 4.101972651320976e-01
1.982883949127071e-01 4.279981706284474e-01
1.996642450109793e-01 4.138003046870260e-01
2.010496416260499e-01 3.699400667735220e-01
2.024446509976804e-01 3.031552304154037e-01
2.038493398252462e-01 2.235328587839183e-01
2.052637752709252e-01 1.429383406447355e-01
2.066880249629082e-01 7.315906127838739e-02
2.081221569986339e-01 2.404918844590672e-02
2.095662399480433e-01 1.971638581267704e-03
2.110203428568594e-01 8.795203378864542e-03
2.124845352498883e-01 4.162237281020080e-02
2.139588871343422e-01 9.330763653837733e-02
2.154434690031884e-01 1.536945798355483e-01
2.169383518385184e-01 2.113745928221850e-01
2.184436071149426e-01 2.556727890407000e-01
2.199593068030075e-01 2.785167741298150e-01
2.214855233726359e-01 2.758531453455889e-01
2.230223297965939e-01 2.483470567372277e-01
2.245697995539774e-01 2.012226773808231e-01
2.261280066337277e-01 1.432572391211168e-01
2.276970255381680e-01 8.510127289553839e-02
2.292769312865649e-01 3.723215082354105e-02
2.308677994187170e-01 7.929396153073700e-03
2.324697059985648e-01 1.669018931405857e-03
2.340827276178292e-01 1.826410524154759e-02
2.357069413996728e-01 5.293933831019634e-02
2.373424250023866e-01 9.734244151600351e-02
2.389892566231050e-01 1.413014071539947e-01
2.406475150015424e-01 1.749732498062069e-01
2.423172794237598e-01 1.909347664240719e-01
2.439986297259550e-01 1.857632881646981e-01
2.456916462982790e-01 1.607519682522182e-01
2.473964100886814e-01 1.215843564353482e-01
2.491130026067788e-01 7.702128779178480e-02
2.508415059277538e-01 3.688010838095872e-02
2.525820026962785e-01 9.759153313182063e-03
2.543345761304648e-01 1.035127191040406e-03
2.560993100258460e-01 1.161371737825284e-02
2.578762887593801e-01 3.774832270703782e-02
2.596655972934870e-01 7.199150391266808e-02
2.614673211801092e-01 1.050656514254147e-01
2.632815465648020e-01 1.282017838995893e-01
2.651083601908539e-01 1.353615042027504e-01
2.669478494034321e-01 1.247679742087014e-01
2.688001021537605e-01 9.933336239928384e-02
2.706652070033241e-01 6.584883707602038e-02
2.725432531281028e-01 3.313088895930045e-02
2.744343303228365e-01 9.608040456346972e-03
2.763385290053170e-01 1.002163479704941e-03
2.782559402207126e-01 8.753583786699434e-03
2.801866556459195e-01 2.964963600826235e-02
2.821307675939471e-01 5.678574151145305e-02
2.840883690183304e-01 8.160442628384319e-02
2.860595535175742e-01 9.643138587502087e-02
2.880444153396298e-01 9.676018910427045e-02
2.900430493863992e-01 8.258911306222445e-02
2.920555512182745e-01 5.838223598774381e-02
2.940820170587063e-01 3.164146497278442e-02
2.961225437988034e-01 1.051416157307724e-02
2.981772290019674e-01 1.183246476514634e-03
3.002461709085549e-01 5.881261153646043e-03
3.023294684405776e-01 2.219188791342475e-02
3.044272212064303e-01 4.389491450485963e-02
3.065395295056527e-01 6.309778239824465e-02
3.086664943337274e-01 7.294840767971965e-02
3.108082173869064e-01 6.999982546308137e-02
3.129648010670750e-01 5.538990772508133e-02
3.151363484866480e-01 3.439483648151993e-02
3.173229634734976e-01 1.448811174233708e-02
3.195247505759213e-01 2.587911437719763e-03
3.217418150676372e-01 2.498284916504249e-03
3.239742629528196e-01 1.350865104365646e-02
3.262222009711670e-01 3.070533952248001e-02
3.284857366030043e-01 4.690544852001338e-02
3.307649780744242e-01 5.548572985723470e-02
3.330600343624588e-01 5.300144748057455e-02
3.353710152002929e-01 4.053986662670769e-02
3.376980310825091e-01 2.323529025245268e-02
3.400411932703706e-01 8.113411083557370e-03
3.424006137971425e-01 1.136774667129439e-03
3.447764054734464e-01 4.688940193500158e-03
3.471686818926559e-01 1.658495638413479e-02
3.495775574363275e-01 3.106508117789693e-02
3.520031472796679e-01 4.136791072636498e-02
3.544455673970436e-01 4.276051519280478e-02
3.569049345675230e-01 3.466152278740720e-02
3.593813663804626e-01 2.086754058605225e-02
3.618749812411280e-01 7.745298586959899e-03
3.643858983763544e-01 1.206733000405589e-03
3.669142378402494e-01 3.890640860920484e-03
3.694601205199303e-01 1.391796171681391e-02
3.720236681413066e-01 2.585739376122460e-02
3.746050032748993e-01 3.345865027512026e-02
3.772042493416998e-01 3.280688383654858e-02
3.798215306190736e-01 2.429615202319101e-02
3.824569722466999e-01 1.238227799158974e-02
3.851107002325569e-01 3.207914357390685e-03
3.877828414589458e-01 1.325280013590341e-03
3.904735236885560e-01 7.264198968696153e-03
3.931828755705770e-01 1.728437850825723e-02
3.959110266468459e-01 2.548414566600184e-02
3.986581073580439e-01 2.712405248785497e-02
4.014242490499322e-01 2.130101392414589e-02
4.042095839796306e-01 1.142679160651251e-02
4.070142453219439e-01 3.197385826561077e-03
4.098383671757261e-01 1.210697468710387e-03
4.126820845702952e-01 6.231520056437243e-03
4.155455334718876e-01 1.476929442725422e-02
4.184288507901580e-01 2.126372082563247e-02
4.213321743847289e-01 2.156104395575958e-02
4.242556430717777e-01 1.551303492774736e-02
4.271993966306777e-01 7.027887101899931e-03
4.301635758106795e-01 1.501087741595081e-03
4.331483223376398e-01 2.267772572900041e-03
4.361537789208006e-01 8.413992040937610e-03
4.391800892596086e-01 1.543759574116624e-02
4.422273980505897e-01 1.835173069476706e-02
4.452958509942656e-01 1.512788751219937e-02
4.483855948021186e-01 8.079029240759008e-03
4.514967772036102e-01 2.173956488094894e-03
4.546295469532399e-01 1.446021028055060e-03
4.577840538376616e-01 6.075663153817373e-03
4.609604486828434e-01 1.230202441687065e-02
4.641588833612778e-01 1.527009946912510e-02
4.673795107992463e-01 1.270685414215652e-02
4.706224849841282e-01 6.628181286169384e-03
4.738879609717651e-01 1.727404248838323e-03
4.771760948938746e-01 1.662775051739410e-03
4.804870439655129e-01 6.163863512450295e-03
4.838209664925957e-01 1.129625584932314e-02
4.871780218794631e-01 1.271198348409663e-02
4.905583706365045e-01 9.243212071127285e-03
4.939621743878321e-01 3.839473353385167e-03
4.973895958790063e-01 1.019445751851711e-03
5.008407989848213e-01 2.976444355744585e-03
5.043159487171359e-01 7.702448967901396e-03
5.078152112327676e-01 1.080704113055840e-02
5.113387538414326e-01 9.458474994465709e-03
5.148867450137492e-01 4.918414312550786e-03
5.184593543892912e-01 1.336678128418515e-03
5.220567527846975e-01 1.874325827745197e-03
5.256791122018425e-01 5.754594298931923e-03
5.293266058360562e-01 9.051330550124543e-03
5.329994080844088e-01 8.502761437609464e-03
5.366976945540476e-01 4.676195978173611e-03
5.404216420705915e-01 1.357873559222230e-03
5.441714286865893e-01 1.732288227033380e-03
5.479472336900287e-01 5.173340885644896e-03
5.517492376129123e-01 7.936645201434816e-03
5.555776222398878e-01 7.080257058549773e-03
5.594325706169377e-01 3.538505583223881e-03
5.633142670601358e-01 1.075871338105145e-03
5.672228971644544e-01 2.200467475092582e-03
5.711586478126429e-01 5.452037783071129e-03
5.751217071841613e-01 7.067465510128052e-03
5.791122647641759e-01 5.211683022202338e-03
5.831305113526225e-01 2.022134299858696e-03
5.871766390733255e-01 1.107002801196015e-03
5.912508413831875e-01 3.347351154810725e-03
5.953533130814370e-01 5.905129400173517e-03
5.994842503189409e-01 5.644752526558426e-03
6.036438506075870e-01 2.902155404644395e-03
6.078323128297229e-01 1.023806335965227e-03
6.120498372476697e-01 2.203893842069517e-03
6.162966255132942e-01 4.769886016912181e-03
6.205728806776500e-01 5.350476654716671e-03
6.248788072006894e-01 3.202658847489161e-03
6.292146109610344e-01 1.129428631362120e-03
6.335804992658248e-01 1.760588126879961e-03
6.379766808606282e-01 4.077666716540057e-03
6.424033659394190e-01 4.836054196448291e-03
6.468607661546327e-01 2.995971750708675e-03
6.513490946272803e-01 1.111288786812082e-03
6.558685659571428e-01 1.727360899404197e-03
6.604193962330305e-01 3.808442671080591e-03
6.650018030431118e-01 4.269268108555750e-03
6.696160054853222e-01 2.443976812815532e-03
6.742622241778342e-01 1.012687892209060e-03
6.789406812696106e-01 1.999976250091446e-03
6.836516004510238e-01 3.772399654837119e-03
6.883952069645496e-01 3.563341405080450e-03
6.931717276155407e-01 1.708919785904964e-03
6.979813907830660e-01 1.073899964923913e-03
7.028244264308345e-01 2.537956772406613e-03
7.077010661181889e-01 3.644227350321881e-03
7.126115430111746e-01 2.582034847994765e-03
7.175560918936928e-01 1.097834185083844e-03
7.225349491787214e-01 1.576168217061889e-03
7.275483529196225e-01 3.088961481676352e-03
7.325965428215230e-01 3.009640808980796e-03
7.376797602527730e-01 1.484030800274524e-03
7.427982482564919e-01 1.126723779511200e-03
7.479522515621821e-01 2.453580413048160e-03
7.531420165974368e-01 3.022111255474052e-03
7.583677914997191e-01 1.808055324899029e-03
7.636298261282242e-01 1.006951436020166e-03
7.689283720758313e-01 1.999956456534331e-03
7.742636826811270e-01 2.846981406198936e-03
7.796360130405229e-01 1.941031782833396e-03
7.850456200204510e-01 1.002949069231424e-03
7.904927622696420e-01 1.759932125033494e-03
7.959777002314986e-01 2.647656672188240e-03
8.015006961565405e-01 1.901841463189071e-03
8.070620141149499e-01 1.005006815801981e-03
8.126619200091946e-01 1.689703583062166e-03
8.183006815867390e-01 2.478866083545030e-03
8.239785684528520e-01 1.735564439772468e-03
8.296958520834906e-01 1.000339707864416e-03
8.354528058382863e-01 1.745995482978541e-03
8.412497049736118e-01 2.315676440030872e-03
8.470868266557402e-01 1.480455277132763e-03
8.529644499741025e-01 1.039265350469097e-03
8.588828559546250e-01 1.883748689789052e-03
8.648423275731718e-01 2.087091928466006e-03
8.708431497690724e-01 1.196293593636565e-03
8.768856094587426e-01 1.197547336714199e-03
8.829699955494091e-01 2.012062469133827e-03
8.890965989529158e-01 1.727583018780607e-03
8.952657125996401e-01 1.010074528486597e-03
9.014776314524917e-01 1.500250413080407e-03
9.077326525210223e-01 1.967795442738064e-03
9.140310748756232e-01 1.282103301351929e-03
9.203731996618221e-01 1.094062118038856e-03
9.267593301146884e-01 1.800019760703220e-03
9.331897715733238e-01 1.617498776721833e-03
9.396648314954691e-01 1.005141120957209e-03
9.461848194722002e-01 1.465776231492338e-03
9.527500472427290e-01 1.770733252673217e-03
9.593608287093147e-01 1.131863775370949e-03
9.660174799522646e-01 1.189818303313892e-03
9.727203192450538e-01 1.734511645473306e-03
9.794696670695395e-01 1.305698932507603e-03
9.862658461312821e-01 1.044983997754991e-03
9.931091813749801e-01 1.605152310548661e-03
1.000000000000000e+00 1.429966687349625e-03
